links,clean_texts
https://www.linkedin.com/jobs/view/4001436968/?alternateChannel=search&refId=yiMf4Z%2F05rMOuwR%2F2dW%2Fgw%3D%3D&trackingId=wF14ckBS7wl8Qv%2FyaHjWiQ%3D%3D&trk=d_flagship3_search_srp_jobs,"Job Description Major accountabilities: Validation Expert -Support Product Steward in maintaining the process control strategy. Translate applicable process parameters and the process control strategy into a focused validation plan for process validation. Provide technical expertise and facilitate establishment of Quality Risk Assessment (as needed). Support site validation planning by writing and maintaining master plans for processes, cleaning, packaging processes and ongoing verification for processes and cleaning (as applicable). Support process validation lifecycle activities by ensuring a state of control is maintained through ongoing process verification (OPV). Ensure that appropriate variables are identified for on-going monitoring as a contributor to quality risk management activities. Work in close collaboration with development organization (or sending site) for technical transfers and new product launches to ensure that knowledge is transferred, control strategies are appropriate, risks are analyzed and controlled and to ensure that commercial processes are validation readyScientist MSAndT -Comply with applicable GxP regulations, SOPs, HSE, ISEC And other Novartis Guidelines in the laboratory and, -Maintain up-to-date documentation of laboratory work carried out including documentation storage and archiving. Contribute to and maintain lab instructions, SOPs, templates. Support, qualification and calibration of lab / pilot equipment with accompanying documentation, schedule and perform routine maintenance. Contribute to the evaluation of new equipment. Design, execute and document experiments (formulation / analytical tests etc.) for products assigned in the context of process transfer, process improvement and process validation. Prepare and review appropriate GxP documentation including change requests. Participate in Tech Transfer activities from laboratory to industrial scale, support validation activities. Identify improvement options of current processes, propose business cases. Reporting of technical complaints / adverse events / special case scenarios related to Novartis products within 24 hours of receipt -Distribution of marketing samples (where applicable) Key Performance Indicators Meet established validation milestones according to approved validation plans. Audit and inspection outcomes as a measure of validation compliance with global regulatory expectations. Timing and quality of technical reports. Timely and successful implementation of transfer activities (e.g. lab-to-lab transfer in launches). Minimum Requirements Work Experience: Fix-its/Turnarounds. Project Management. Collaborating across boundaries. Operations Management and Execution. Skills Assembly Language. Change Control. Chemical Engineering. Chemistry. Continual Improvement Process. Cost Reduction. Data Analytics. Electronic Components. General Hse Knowledge . Including Gdp. Knowledge Of Capa. Knowledge Of Gmp. Lean Manufacturing. Manufacturing (Production). Manufacturing Process. Pharmaceutics. Process and Cleaning Validation. Process Control. Process Engineering. Risk Management. Root Cause Analysis (Rca). Scheduler. Six Sigma. Sop (Standard Operating Procedure). Languages English. Show more Show less"
https://www.linkedin.com/jobs/view/3976008328/?alternateChannel=search&refId=yiMf4Z%2F05rMOuwR%2F2dW%2Fgw%3D%3D&trackingId=EzqfC%2BIDu1aN%2BS4QioDI9g%3D%3D&trk=d_flagship3_search_srp_jobs,"We are looking for an experienced Data Scientist to develop analytical insights for our teams. As a Data Scientist, you will work closely with marketing and product teams to identify their needs and translate them into structured analysis, actionable insights, and data products. At Dream Games, all team members have a genuine chance to contribute to the final product and have an impact on the company. If you want to be a team member of a fast-growing company, you might be the person we are looking for! Responsibilities Performing ongoing analysis of large, complex data sets to understand trends and providing actionable recommendations Examining marketing performance and user conversion data funnel to identify opportunities to improve ROI Building and maintaining reports, dashboards, and metrics with writing SQL queries and scripts Monitoring the integrity and validity of the reported data Developing and maintaining reporting tools such as Looker and Tableau to maximize the usage of the data Requirements 2+ years of work experience as a data scientist Experience in prediction, modeling, and forecasting Knowledge of dashboard & reporting tools such as Tableau, Looker Advanced SQL skills High proficiency in Python or R Excellent communication skills Passion and interest in games Appreciation and understanding of teamwork Show more Show less"
https://www.linkedin.com/jobs/view/3993411374/?alternateChannel=search&refId=yiMf4Z%2F05rMOuwR%2F2dW%2Fgw%3D%3D&trackingId=CzvazJBxK%2BFc0CDo1CVFqw%3D%3D&trk=d_flagship3_search_srp_jobs,"Hakkımızda QuickApp, 2018 yılında perakende sektörünün planlama ihtiyaçlarını hızla karşılama misyonuyla yola çıktı. Bugün gururla Türkiye'nin önde gelen perakende şirketleri için özel planlama sistemleri geliştiriyoruz. Keyifli bir çalışma ortamı ve sürekli gelişim fırsatları ile dolu bir ekibe katılmak istemez misiniz? Pozisyon Hakkında Takımımıza Veri Mühendisi olarak katılmak isteyen hevesli bireyler arıyoruz. Bu rolde, müşterilerimizin benzersiz ihtiyaçlarına uygun Perakende Planlama sistemlerini geliştirmede aktif rol alacaksınız. Neden Bizimle Olmalısınız? Kendinizi geliştirme fırsatı: Veri analizi ve mühendisliği, perakende matematiği, ve inovasyon konularında uzmanlaşma şansı. Yaratıcı problem çözme: Planlama süreçlerini optimize etmek için analitik becerilerinizi kullanma fırsatı. Perakende dünyasının geleceğine etki etme: Planlama alanında yenilikçi çözümler geliştirme şansı. Güçlü bir ekip: İş birliği ve dayanışma içinde çalışma imkânı. Aranan Nitelikler T-SQL veya PL/SQL konusunda uzmanlık. Veri Analizi ve Veri Mühendisliği deneyimi. Perakende Matematiği konusunda bilgi sahibi. Microsoft Excel ve Power Pivot / Tabular SQL bilgisi. Perakende Planlama Sistemleri geliştirme deneyimine sahip olmanız tercih sebebi olacaktır. Eğer bu heyecan verici fırsatlardan yararlanmak isterseniz, hemen başvurun. QuickApp ekibi olarak, perakende dünyasını dönüştürmeye birlikte devam edelim! Show more Show less"
https://www.linkedin.com/jobs/view/3983787317/?alternateChannel=search&refId=yiMf4Z%2F05rMOuwR%2F2dW%2Fgw%3D%3D&trackingId=eyUlR96sGevX8yT4UGFm%2Bg%3D%3D&trk=d_flagship3_search_srp_jobs,"Our Culture TEMSA, one of the world's leading bus and midibus manufacturers, offers state of the art mobility solutions with it more than 50 years of experience. TEMSA is present in close to 70 markets worldwide with a significant market share in leading economies such as the USA, UK, France, Germany and Italy. And with a wide product range, TEMSA meets the unique needs of different regions. TEMSA's mission is to evolve to be the human-centered technology company which provides smart and sustainable mobility solutions to the world for more pleasant journeys.. We are proud of being ‘ ’the first R&D center of Turkey’’ and the company that produced ‘ ’the first electric bus’’ . #TogetherWeareStronger! Passionate about automative sector, Curious to learn more and never afraid of failing, Passionate about taking a step forward every single day, Trustful and self-motivated with good communication skills, We are waiting for you! What is the job waiting for you? Developing quantitative solutions focusing on automotive manufacturing, trading and derivatives Developing statistical forecasting models, simulation tools, optimization algorithms and mathematical models for stock and transaction processes Developing data warehouse solutions using Fabric lakehouses, warehouses and Power BI, Performing in designing and overseeing data-driven projects. Performing critical Agile team player on Temsa AI projects Performing fundamental data analysis and data visualization. What we are looking for? Bachelor's or Master's Degree preferably in Computer Science, Engineering or a related quantitative field with a focus on applied statistics, AI, machine learning. 3 - 6 years of experience as a Data Scientist. Hands on experience with data science projects from requirement specification till deploying, maintaining, and improving production-ready solutions. Hands on experience in scripting languages like Python, PySpark, MS SQL. Experience with machine learning models, Chatbot , GenAI . Experience with Azure Cloud environment. Experience on data consumption/integration methods (Azure Data Factory, MS SQL, APIs, Azure Service Bus). Experience with DevOps tools (GitHub, Docker) is a plus. Knowledge of Turkish automotive industry is a plus. Knowledge of MS Fabric is a plus. SAP table knowledge is a plus. Fluent English. Living or willing to move in Adana or Istanbul TEMSA offers the following benefits : Private health and life insurance Private Pension Plan with the Employer Contribution of %3, Academic education encouragement package. English lingual improvement package. Personal (skills and technical) improvement plan, Take time to celebrate your birthday with your besties, T-Buddy mentorship program will enable your seamless adjustment to TEMSA culture during your first week , Rotation opportunity within TEMSA and other Sabancı Group companies in agile culture, Wellbeing approach with mobile applications keep your physical, mental and body health. Opportunity to gain experience with the team that produced the first electric bus in Turke y. How Do Our Recruitment Processes Proceed? Application Preliminary assessment Face-to-face or online interview English exam and assessment test Offer In special cases, there may be changes in our processes. Follow us on Instagram and LinkedIn to stay up to date with our career opportunities! #TEMSA ‘Sürdürülebilir büyüme, eşit imkanlar ve farklı bakış açılarıyla mümkündür. İnsan Kaynakları politikamız kapsamında; İlanlarımıza başvuru yapan iç/dış tüm adaylarımıza İnsan Hakları Evrensel Beyannamesi ve Uluslararası Çalışma Örgütü (ILO) standartlarına uygun olarak ırk, din, dil, cinsiyet, renk, ulusal ya da sosyal köken, cinsel yönelim, engellilik, siyasi görüş, hamilelik ya da medeni durum gözetmeksizin fırsat eşitliği sağlamanın bir ayrıcalık olmadığına inanıyoruz.’ Show more Show less"
https://www.linkedin.com/jobs/view/3943018827/?alternateChannel=search&refId=yiMf4Z%2F05rMOuwR%2F2dW%2Fgw%3D%3D&trackingId=rN%2B4JL3ftl%2F2LPhI95%2F5uQ%3D%3D&trk=d_flagship3_search_srp_jobs,"Senior Data Scientist - AI and Data Science Expert We are looking for a Senior Data Scientist who will work with us as an AI and Data Science Expert at TEB Arf - AI & Data Science Team in İstanbul (BÜDOTEK Teknopark Office). Requirements: Bachelor’s degree in engineering (computer, electrical and electronics, industrial), statistics, mathematics 5+ year experience (+3 years in a Data Science role) Expert knowledge of machine learning and especially deep learning concepts, algorithms and libraries Good understanding of statistical analysis, testing, predictive modelling and optimization techniques Expert knowledge of SQL and Python Hands on experience in developing and deploying machine learning models with Scikit-learn, Xgboost, Lightgbm Experience in developing and deploying deep learning models with Tensorflow, PyTorch Solid foundation in computer science with strong proficiencies in algorithms, object-oriented programming and software design General knowledge about MLOps, streaming data analytics and architectures Familiarity with CI/CD platforms, container platforms and containerized applications Strong verbal and written communication skills in English Nice to have: Familiarity with java / C++ Master’s or PhD degrees in related subject areas are preferable Banking sector experience is a plus Role: Develop machine learning, deep learning models, AI applications Build monitoring pipelines for deployed models Support business to digest the AI oriented solutions (explainability and causal inferences) Follow industry trends and developments on artificial intelligence, deep/machine learning, and data science subjects areas Contribute to R&D projects Collaborate and communicate with project team including both technical and non-technical colleagues Work with business/domain holders to understand the problem and related data requirements Show more Show less"
https://www.linkedin.com/jobs/view/3979961306/?alternateChannel=search&refId=yiMf4Z%2F05rMOuwR%2F2dW%2Fgw%3D%3D&trackingId=SqWcRlkzDiF9Co4%2FdQyZbQ%3D%3D&trk=d_flagship3_search_srp_jobs,
https://www.linkedin.com/jobs/view/4000470995/?alternateChannel=search&refId=yiMf4Z%2F05rMOuwR%2F2dW%2Fgw%3D%3D&trackingId=bYox8xi3K3H2Hl2oJPvMzA%3D%3D&trk=d_flagship3_search_srp_jobs,"About Us Life is just like shopping for us; an experience of exchanging happiness… Our shelves are full of rewards and successes. Successively receiving “Most Admired Retailer Company"" award for years, building the first loyalty program of Turkey, introducing the Turkish retail clients to self-service shopping without a cashier, leading online shopping experience by launching Migros Sanal Market are just a few of our achievements. As Migros team, we get excited with every member of our team creating his/her own career story! Migros E-Commerce ( SuperAPP ) Product Team is dedicated to making grocery shopping effortless for everyone and we would like our shelves to slip through fingers. With our brands Tazedirekt, Macro Online, Migros Hemen, and Migros Sanal Market, we are managing all the strategical and operational processes of e-commerce. We’re finding solutions to large-scale challenges that will forever change the way people shop for themselves and their loved ones. If you would like to be a part of this visionary and tech-savvy e-commerce team, don’t wait! Make your application! Job Description Communicate with various levels of management on a business and technical level, Build/improve ML/DL models to solve complex problems, get actionable insights and drive business decisions, Perform statistical analysis and/or data mining methods to discover hidden patterns and relations in data to answer business questions, Develop and deploy ML models and pipelines that scale to create business value, Employ the appropriate algorithms to discover customer behavior, marketing channel attribution and customer product preferences, etc., Work with related parties to bring ML and statistics solutions to our business partners. Qualifications Bachelor degree in a quantitative discipline (e.g., Computer Science, Industrial Engineering, Engineering, Operations Research, Statistics, Mathematics etc.) or equivalent practical experience Min. 2 years of work experience in data related field Experience with Python and related data science toolkit. Experience with machine learning frameworks (e.g., scikit-learn, PyTorch, TensorFlow) Experience with SQL Knowledge about developing and deploying machine learning applications and tools. Preferred Qualifications Master degree in a quantitative discipline Min. 2 years of experience in data science or machine learning engineer. Experience with developing and deploying machine learning applications and tools Work experience with recommender systems Work experience with DL Familiarity with working with bigdata Work experience with unstructured data such as text and image Familiarity with cloud technologies especially AWS Effective communication skills Intellectual curiosity and ability to handle multiple projects and challenging deadlines, Strong analytical, interpersonal and communication skills. Show more Show less"
https://www.linkedin.com/jobs/view/3984523242/?alternateChannel=search&refId=yiMf4Z%2F05rMOuwR%2F2dW%2Fgw%3D%3D&trackingId=Y9qbsC0eW9NUSI3xHZX4Yg%3D%3D&trk=d_flagship3_search_srp_jobs,"We are looking for a Senior BI Developer to join our partner which is operating technology consultancy sector. Requirements: 10+ years of experience of reporting Minimum 3 year experience with Power BI Strong knowledge in SQL Highly motivated, detail-oriented, and eager to learn and grow in the field of Business Intelligence Good at written and spoken English Responsibilities: Collaborate with the BI team to gather and understand business requirements for data analysis and reporting, Assist in the design, development, and implementation of BI solutions using Power BI, Support the maintenance and enhancement of existing BI reports, dashboards, and data models, Managing customer relations. ***By electronically submitting your personal information via LinkedIn, you consent that your data will be processed by us under the Personal Data Protection Law, for the purpose of evaluating employment opportunities that may arise within ELITE HR İNSAN KAYNAKLARI EĞİTİM DANIŞMANLIK VE ORGANİZASYON HİZMETLERİ ANONİM ŞİRKETİ which holds a Special Employment Agency permit from the Turkish Employment Agency. By applying for this position, you acknowledge that your resume will be stored in our database. Show more Show less"
https://www.linkedin.com/jobs/view/3994634014/?alternateChannel=search&refId=yiMf4Z%2F05rMOuwR%2F2dW%2Fgw%3D%3D&trackingId=12H5sE%2Fr0UPbUebXZ1nZBQ%3D%3D&trk=d_flagship3_search_srp_jobs,"Innova is a leading software developer and integrator in Turkey which provides innovative software solutions and services, covering the entire project lifecycle from consulting, design, application development and integration to support.Established in September 1999, Innova serves its bluechip client base from main offices in İstanbul and Ankara, a manufacturing facility for kiosks in Istanbul, as well as support offices in 12 cities in Turkey.Areas of business in Innova include OSS/BSS Systems for Telco operators, Financial Transaction Applications, ERP, CRM and BI systems, portals, custom software development IT systems management and infrastructure, IT security and kiosk systems.With more than 1600 people serving its clients, Innova has delivered solutions and services to customers in 37 countries to date. Major customers of the company are fixed line and GSM operators in Turkey and abroad, banks, as well as other prominent organizations in the manufacturing, public and service industries. • Proficient in process analysis, development, modeling, and corporate business flows. • Technical and analytical thinker, result-oriented, high achiever, team player with a strong sense of responsibility. • Preferably experienced in CRM systems. • Skillful in understanding business needs within the Microsoft Dynamics 365 ecosystem. • Competence in creating and implementing test scenarios. • Experience with SQL, Postman, Soap, and Swagger • Hands-on experience with Business Intelligence and data visualization tools (e.g. MSTR, Microsoft Power BI, etc.) Show more Show less"
https://www.linkedin.com/jobs/view/3999433832/?alternateChannel=search&refId=HZbGliISQB5mT98oWQro9g%3D%3D&trackingId=gJRpcxLy7FGt0BWZoYHlDg%3D%3D&trk=d_flagship3_search_srp_jobs,"We are one of the leading Management & Technology Consulting firm in Turkish Financial Services Sector and we would like to strengthen our High Performing Team consisting of a wide range of -Talents- from new graduates to experienced professionals. If you believe that this is the right time to challenge yourself, you are very welcome to our Team! We are currently seeking ""Senior Business Analyst (Treasury)"" QUALIFICATIONS: Bachelor's degree from Computer Engineering, Electric / Electronic Engineering, Industrial Engineering, Mathematics, MIS, Statistics, Economics or other relevant degree from a reputable university, Minimum 2 years of experience for IT Treasury / Investment Products Business Analyst a Finance Corporation / Bank IT Department or relevant business unit, Or, Minimum 2 years of experience of Treasury or Investment Products a Finance Corporation or relevant business unit, Experience with Global Markets Products (FX, Derivatives and Fixed Income), MUREX experience is a plus, Analytical and thorough thinking, Excellent communication skills (both verbal and written), Able to work independently as well as s part of a team, Very high attention to details with a provident mindset, Considerable level of time management skill, Able to adapt oneself to a dynamic work environment, Good oral and written communication skills, Willing to learn and develop, Advanced level of English is a plus (both verbal and written). JOB DESCRIPTION: Identify all impacted stakeholders and enable collaboration between them to understand their needs from a business and customer/user perspective, Gather business requirements and translate requirements into appropriate technical specifications, Understand and identify the correct resources to help validate both requirements and specifications, Provide lightweight documentation to capture important context on the project domain, whenever necessary, Conduct all related tasks in requirements gathering, definition, business planning, data analysis, process analysis, business and functional requirements analysis, system design, functionality/technical testing implementation, end-user interviews. Show more Show less"
https://www.linkedin.com/jobs/view/3736621120/?alternateChannel=search&refId=HZbGliISQB5mT98oWQro9g%3D%3D&trackingId=hZMJwHJeNrGOprcUyiOaCg%3D%3D&trk=d_flagship3_search_srp_jobs,"Stratejik İçgörü Yöneticisi/Yardımcısı Ne İş Yapar? Strateji çalışmaları çerçevesinde detaylı veri analizi gerçekleştirmek Strateji projeleri için veriyi detaylı açıklamak ve analiz sonuçlarını raporlamak Strateji sürecinde belirlenen inisiyatiflere ilişkin analitik metotlar ile temel analizleri yürütmek Sektör ve trend analizlerinde yapısal ve yapısal olmayan veriyi işlemek ve raporlamak Veri analitiği alanındaki trendleri yakından takip ederek strateji çalışmalarına ilişkin kullanım senaryolarını belirlemek Trend analizi çerçevesinde farklı proje ve kullanım senaryolarına uygun olacak teknoloji ve metodların güncel envanterini oluşturmak ve takip etmek Yeni yapay zeka + veri analitiği branş ve teknolojilerini ve buradaki gelişmeleri yakından takip etmek Aranan nitelikler nelerdir? Bilgisayar Mühendisliği, Endüstri Mühendisliği, Makine Mühendisliği, Matematik, Veri Analitiği veya diğer ilgili bölümlerden lisans ya da lisansüstü mezunu olmak Veri analizi alanında en az 2 yıl tecrübe sahibi olmak Farklı sektörlerdeki iş problemlerini veri analitiği yöntemleriyle çözme yeteneğine sahip olmak İleri düzeyde SQL ve Excel kullanabilmek ve veri görselleştirme araçlarına (örneğin, Qlik, Tableau, Power BI) hâkim olmak Veri bilimi ve makine öğrenmesi teknikleri ile farklı sektörlerdeki iş problemlerini birleştirmeye ve çözüm üretmeye odaklı Show more Show less"
https://www.linkedin.com/jobs/view/3912836189/?alternateChannel=search&refId=HZbGliISQB5mT98oWQro9g%3D%3D&trackingId=pHkLb7fUM68Nem6AI8P77A%3D%3D&trk=d_flagship3_search_srp_jobs,"We never ask for payment as part of our selection process and we always contact candidates via our corporate accounts and platforms. If you are approached for payment, this is likely to be fraudulent. Please check to see whether the role you are interested in is posted here, on our website About TMF Group TMF Group is a leading provider of administrative services, helping clients invest and operate safely around the world. As we’re a global company with 11,000+ colleagues based in over 125 offices across 87 jurisdictions, We actively seek out people with the talent and potential to flourish at TMF Group, whatever their background, and offer job opportunities to the broadest spectrum of people. Once on board we nurture and promote talented individuals, making sure that senior positions are open to all. About The Role As the Payroll Assistant you will be helping our highly skilled payroll professionals in various tasks related to salary calculation. You will be responsible for a portfolio of corporate clients for whom TMF Group provides word class payroll services. In this role you will gain valuable experience in payroll, develop your knowledge of payroll practices and build a strong foundation for a career in this field. Key Responsibilities Assist in preparation of data that are required for payroll processing; Ensuring the completeness and accuracy of the payroll documents; Preparation of data related to wages, declarations, reports, posting; Contact with clients and authorities About You The successful candidate has a strong attention to detail and solid knowledge of payroll principles. You are familiar with MS Excel functions and you are able to manage multiple tasks, meet deadlines and prioritize your work effectively. Ideally, You Are Meeting Following Hiring Criteria Bachelor degree (Economy, management, mathematics, econometrics) Any internship or previous exposure to payroll would be considered as a great advantage; Proficiency in using MS Excel for data analysis and reporting; Strong attention to detail and accuracy in data entry and calculations; Good organizational and time management skills; Excellent communications skills to interact with clients and explain payroll related matters effectively; Ability to work collaboratively with other team members and stakeholders What's in it for you? Pathways for career development Work with colleagues and clients around the world on interesting and challenging work; We provide internal career opportunities so you can take your career further within TMF; Continuous development is supported through global learning opportunities from the TMF Business Academy; Making an impact You’ll be helping us to make the world a simpler place to do business for our clients; Through our corporate social responsibility programme, you’ll also be making a difference in the communities where we work; A supportive environment Strong feedback culture to help build an engaging workplace; Our inclusive work environment allows you to work from our offices around the world, as well as from home, helping you find the right work-life balance to perform at your best Show more Show less"
https://www.linkedin.com/jobs/view/3978388688/?alternateChannel=search&refId=HZbGliISQB5mT98oWQro9g%3D%3D&trackingId=Cy6pR%2BcgXlDoN%2Bq1Qq%2BTGw%3D%3D&trk=d_flagship3_search_srp_jobs,"We are seeking a dedicated and experienced Senior Analytics to join our team. The ideal candidate will have 3-4 years of experience and a strong background in digital marketing and app campaign management. Responsibilities: Set up and optimize app campaigns to achieve growth and conversion goals Utilize GA4 (Google Analytics 4), GTM (Google Tag Manager), Firebase and Appsflyer for accurate tracking and reporting Develop and implement strategies for app growth and user acquisition through Analytics tools. Conduct A/B testing and analyze campaign performance to drive continuous improvement Measure performance and behavior of mobile app and website users using GA4 Oversee tracking&tagging implementations for website and mobile app Collaborate with development teams to optimize app and campaign performances for troubleshooting once needed Monitor industry trends and competitor activities to stay ahead in the app marketing space Requirements: 2-3 years of experience in digital marketing, specifically in-app campaign management Exceptional understanding and working knowledge in web analytics, app analytics, event tracking (i.e. Google Analytics, GA4, GTM, Firebase, Appsflyer) Expertise in setting up, managing, and optimizing app campaigns (Google Ads, META, TikTok etc.) Knowledge of app growth strategies and conversion rate optimization Strong analytical skills and ability to interpret data to make informed decisions Excellent English communication skills, both written and verbal Understanding of the media landscape and the ability to leverage media for app promotion Show more Show less"
https://www.linkedin.com/jobs/view/3947683770/?alternateChannel=search&refId=HZbGliISQB5mT98oWQro9g%3D%3D&trackingId=MtLU94RtJCfVXtuVmGMM2A%3D%3D&trk=d_flagship3_search_srp_jobs,"Overview Paribu, which was founded in 2017 as a cryptocurrency trading platform, continues to move forward in its journey as a technology company that stands by its original values. As we leave our sixth year behind, more than 6 million Paribu users are capturing the world of tomorrow with us. In 2022, Paribu launched Türkiye's first independent blockchain project, Paribu Net, and Paribu Ventures, which supports ecosystem projects with financial and technological investments. As Paribu Hub continues to advance its technological products for the end user, it is also simultaneously looking to spread its understanding of blockchain technology. Taking responsibility for the future of culture, arts, sports, and education fosters shared values that connect society and its stakeholders. Team Paribu is proud to support the philosophy of Olympism – a unification of sports, culture and education – and offer help to current athletes and contribute to the training of future athletes. In collaboration with non-governmental organizations, Paribu implements projects geared toward the United Nations Sustainable Development Goals of 'No Poverty', 'Quality Education', 'Partnership for the Goals', and 'Decent Work and Economic Growth'. Who are we? Paribu has an extraordinary team that has achieved all of these successes in their six-year journey. Rather than waiting for the future, they work tirelessly to shape it. Their work heavily depends on innovation and technology. Consequently, their inquisitiveness about people and life is perpetual. They appreciate teamwork and collaborative production. They are aware of expressing themselves appropriately, accepting responsibility, and evaluating alternative perspectives without prejudice. They are creative, brave and productive. They have big goals. Currently, they are searching for new colleagues to assist them in achieving their objectives. Who are we looking for? Data Scientist What do we expect? Responsibilities Analyzing user data to derive meaningful insights Performing comprehensive analyses by combining internal and external data sources Developing machine learning models to optimize business processes Ensuring the secure and efficient analysis of data using database technologies Developing new analysis methods by evaluating different data sources Qualifications Graduated with at least a bachelor's degree from departments such as Mathematics, Statistics, Engineering, Informatics At least 3 years of experience in data analysis, data science, or similar fields Proficient in using programming languages like Python, R, or similar Expert in SQL and database management systems Expert in machine learning algorithms and modeling techniques Proficient in using data visualization tools (Tableau, Power BI, Looker Studio, QuickSight, etc.) Preferably knowledgeable about big data technologies Preferably interested in cryptocurrencies and blockchain technology, willing to develop in this field Preferably experienced in Solidity Preferably knowledgeable about Google Analytics Application Process Should you have already applied, here are two essential facts about the process: Only those candidates who fulfil the job's requirements will be contacted after the initial in-depth review of the applications. We appreciate your understanding on this matter. All applications received by Paribu are treated equally, without prejudice to age, gender, religion, race, disability, or marital status, and in compliance with the principles of personal data protection. Show more Show less"
https://www.linkedin.com/jobs/view/3909126647/?alternateChannel=search&refId=HZbGliISQB5mT98oWQro9g%3D%3D&trackingId=NeUAkSXUIPdCHPxWoebmvw%3D%3D&trk=d_flagship3_search_srp_jobs,"We are looking for a Business Intelligence & Analytics Engineer and a good team member who will work at SunExpress Antalya Headquarter. Qualifications Bachelor's degree in relevant academic disciplines Ability to lead teams, communicate expectations, set timelines and deliverables. Possess an aptitude to self-manage projects, resources, timelines, and budgets as assigned. 6 + years of professional experience in analytics engineering, data engineering, business intelligence or technical data analytics role Team player as well as one who can work independently with little supervision or direction; self-reliant. Proactive and able to make acceptable critical decisions and accomplish established objectives. Experience with relational & dimensional databases (MSSQL or VerticaDB or other databases) Has Building large scale, high-performance data pipeline to enable actional insights for end users. Familiarity with statistical analysis, regression modeling and forecasting Ability to learn new concepts quickly. Improving the existing data pipeline to ensure pipelines are reliable, efficient, and maintainable. Demonstrated ability to be a self-starter, work independently and achieve stated goals and objectives as required. Thorough follow-up on all business issues is essential. Responsibilities Designing accurate & comprehensive analysis models to resolve various business-related problems. Carrying out data standardization and refinement tasks. Project Management / Program Management experience. Experience on data modelling, data catalog data visualization methodologies and BI Strong statistics and analytical skills, handy with Excel, SQL, Python. Experience in dealing with different data sources and how to model them in a single representation. Knowledge of data warehousing concepts and structures together with the ability to understand and handle data quality issues and respond to detailed queries and discuss requirements with internal DWH (Data Warehouse) team. Having experience or knowledge in semantic layer concept . Enthusiasm, pro-activity, and passion for innovation. SunExpress, as an Equal Opportunity Employer, welcomes all applicants independent of individual differences. We believe that having a diversified talent is our biggest strength. All decisions about our current and potential talent are based solely on criteria that have nothing to do with an applicant's attributes that are irrelevant to job performance; at SunExpress, we only focus on competency, know-how, skills, and experience. SunExpress is named “Europe's Best Leisure Airline” in 2023 by Skytrax. SunExpress is also awarded the Great Place to Work Certificate as a result of the employee survey conducted by the research and consulting firm Great Place to Work®, the global benchmark for identifying and recognizing outstanding employee experience. Show more Show less"
https://www.linkedin.com/jobs/view/3988515300/?alternateChannel=search&refId=HZbGliISQB5mT98oWQro9g%3D%3D&trackingId=DMC1mCeFcse7tDXKkjTWGA%3D%3D&trk=d_flagship3_search_srp_jobs,"Publicis Groupe Turkey operates with 14 agencies under its umbrella: Starcom, Zenith, Spark, Datawise, PMX, Performics, Publicis Istanbul, Leo Burnett, MSL, Digitas, Hypers Productions, Gelir Ortakları, Platform Next, Saatchi & Saatchi. Agencies are specialized in areas such as data, performance marketing, affiliate, e-commerce, content, production, media, advertising, and PR. Publicis Groupe Turkey includes almost 500 talents and is located in İstanbul. Description: This role will be crucial to the development and implementation of cutting-edge AI products. Its responsibilities will include designing and constructing sophisticated machine learning models, in addition to improving and updating existing systems. The ultimate goal is to create efficient self-learning applications that can evolve over time. If you want to be at the forefront of machine learning innovation, we hope you’ll join our team. Roles and Responsibilities: ● Design and develop AI models, algorithms, and applications on both structured and unstructured data to solve specific problems ● Create and use advanced machine learning algorithms and statistics: LLM, regression, classification, clustering, decision trees, recommender systems, neural networks, etc. ● Fine-tune AI models for improved performance and accuracy ● Stay up-to-date with the latest AI technologies ● Experience in REST API development, NoSQL database design, and RDBMS design and optimizations ● Interact with other teams to understand customers’ needs. ● Presenting the results to technical and non- technical audiences Qualifications and Skills: ● Educational background with a degree in Computer Engineering, Mathematic Engineering, Industrial Engineering, or similar ● Fluency in Python and experience in AI libraries and Frameworks like TensorFlow, or PyTorch ● Knowledge of statistical methods and concepts ● Solid understanding and hands-on experience of machine learning algorithms, ie. Decision Trees, Random Forests, XGBoost, LightGBM etc. ● Solid understanding of NLP architectures and concepts ie. transformers ● Experience in building and deploying REST APIs. ● Strong oral and written communication skills, and ability to collaborate with clients and cross-functional team members. ● Excellent oral and written communication skills in English ● Strong desire for continuous learning and development Nice to Have: ● Familiarity with cloud technologies especially Microsoft Azure, AWS ● Familiar with Docker Show more Show less"
